"","h16_g3","h16_g4","h16_g6","h16_eco9","h16_reg7","p1602_8aq1"
"801",1,2017,1,NA,1,NA
"802",2,1944,3,NA,1,NA
"803",2,1935,2,NA,2,NA
"804",2,1936,4,NA,1,NA
"805",2,1959,5,421,7,83
"806",1,1945,3,NA,1,NA
"807",2,1947,3,NA,1,NA
"808",1,1963,5,873,1,303
"809",2,1960,4,510,1,650
"810",1,1955,7,NA,1,NA
"811",2,1956,5,NA,1,NA
"812",2,1989,7,314,1,250
"813",2,1987,7,NA,1,NA
"814",1,1981,7,312,1,1008
"815",2,2016,1,NA,1,NA
"816",1,1956,4,611,5,NA
"817",2,1940,3,NA,1,NA
"818",1,1971,5,NA,1,NA
"819",2,1939,2,NA,7,NA
"820",2,1964,4,611,7,NA
"821",1,1952,5,611,7,NA
"822",1,1956,5,873,1,NA
"823",2,1964,5,951,1,74
"824",2,1992,6,314,1,210
"825",2,1995,5,NA,1,NA
"826",1,1963,5,772,1,1000
"827",2,1967,5,314,1,200
"828",2,1992,7,259,1,200
"829",2,1994,6,313,1,215
"830",1,2003,5,NA,1,NA
"831",1,1939,5,NA,1,NA
"832",2,1946,4,NA,1,NA
"833",1,1967,7,312,1,682
"834",2,1966,5,NA,1,NA
"835",1,1993,6,799,1,290
"836",1,1996,7,NA,1,NA
"837",1,1970,5,762,7,NA
"838",2,1942,3,NA,7,NA
"839",1,1948,3,NA,1,NA
"840",2,1953,4,NA,1,NA
"841",1,1981,6,222,1,553
"842",2,1985,7,NA,1,NA
"843",2,2019,1,NA,1,NA
"844",1,1969,7,312,2,675
"845",2,1971,7,313,2,180
"846",1,1998,6,NA,2,NA
"847",2,2001,6,313,2,200
"848",1,1974,5,922,1,488
"849",2,1976,5,NA,1,NA
"850",1,2005,4,NA,1,NA
"851",2,2007,4,NA,1,NA
"852",1,1974,8,274,1,670
"853",2,1975,7,252,1,336
"854",2,2004,5,NA,1,NA
"855",1,1971,7,510,7,NA
"856",2,1979,7,252,7,558
"857",1,2005,4,NA,7,NA
"858",1,2007,4,NA,7,NA
"859",1,2013,3,NA,7,NA
"860",1,1969,5,892,2,390
"861",2,1969,5,521,2,208
"862",2,2001,6,521,2,72
"863",2,2002,5,NA,2,NA
"864",1,1970,9,221,1,1000
"865",2,1971,7,NA,1,NA
"866",2,2003,5,NA,1,NA
"867",2,1960,9,251,2,264
"868",2,1957,4,952,1,120
"869",2,1985,7,399,1,230
"870",2,1982,7,247,1,258
"871",1,1982,7,510,1,450
"872",2,2014,1,NA,1,NA
"873",2,2017,1,NA,1,NA
"874",1,1949,5,NA,1,NA
"875",2,1952,4,NA,1,NA
"876",1,1972,6,NA,1,NA
"877",1,1974,7,239,2,633
"878",2,1977,6,NA,2,NA
"879",2,2013,3,NA,2,NA
"880",2,1940,5,NA,1,NA
"881",1,1941,7,NA,1,NA
"882",2,1942,5,999,1,126
"883",1,1953,7,510,1,447
"884",2,1956,7,243,1,303
"885",1,1952,5,783,1,NA
"886",2,1956,5,NA,1,NA
"887",1,1983,7,NA,1,NA
"888",1,1952,7,313,1,677
"889",2,1950,6,NA,1,NA
"890",1,1982,7,231,1,382
"891",2,1986,5,NA,1,NA
"892",2,1938,7,NA,1,NA
"893",2,1936,4,NA,1,NA
"894",2,1984,9,239,5,406
"895",1,1983,9,312,5,583
"896",1,1967,7,312,1,958
"897",2,1971,7,259,1,NA
"898",2,2003,5,NA,1,NA
"899",2,2006,4,NA,1,NA
"900",1,1956,4,792,1,291
"901",2,1956,4,NA,1,NA
"902",1,1947,4,611,2,NA
"903",2,1953,3,873,2,NA
"904",1,1963,8,248,2,440
"905",2,1966,7,NA,2,NA
"906",2,1999,7,NA,2,NA
"907",1,2001,7,NA,2,NA
"908",1,2005,4,NA,2,NA
"909",1,1944,7,NA,1,NA
"910",2,1946,3,NA,1,NA
"911",2,1940,3,NA,1,NA
"912",2,1972,7,254,1,NA
"913",2,1951,2,NA,1,NA
"914",2,1972,7,285,1,620
"915",1,1971,6,222,1,300
"916",1,1974,6,521,2,433
"917",2,1978,6,521,2,400
"918",2,1952,6,441,1,224
"919",2,1952,3,441,2,NA
"920",1,1979,5,NA,2,NA
"921",2,1979,7,243,2,210
"922",1,2017,1,NA,2,NA
"923",1,1977,8,159,1,700
"924",2,1975,9,NA,1,NA
"925",1,2010,3,NA,1,NA
"926",1,2016,1,NA,1,NA
"927",2,1963,5,NA,2,NA
"928",2,1990,7,930,2,193
"929",2,1992,7,399,2,309
"930",2,1979,7,223,1,526
"931",1,1979,7,222,1,676
"932",2,2012,3,NA,1,NA
"933",2,1944,4,952,1,27
"934",2,1942,3,NA,1,NA
"935",1,1974,5,522,1,NA
"936",2,1974,5,NA,1,NA
"937",2,2006,4,NA,1,NA
"938",1,2010,3,NA,1,NA
"939",2,1942,4,NA,2,NA
"940",1,1964,6,313,1,305
"941",2,1968,6,243,1,285
"942",2,2001,6,NA,1,NA
"943",2,2003,5,NA,1,NA
"944",1,2005,4,NA,1,NA
"945",1,1977,5,761,2,410
"946",2,1977,6,246,2,205
"947",2,2001,6,NA,2,NA
"948",1,1961,5,783,1,NA
"949",2,1963,5,951,1,90
"950",1,1990,6,412,1,233
"951",1,1995,5,899,1,240
"952",1,1959,5,783,1,423
"953",2,1963,5,999,1,NA
"954",2,1989,6,285,1,288
"955",1,1990,6,236,1,320
"956",1,1971,5,861,1,422
"957",2,1975,5,313,1,700
"958",2,2002,5,313,1,NA
"959",1,2005,4,NA,1,NA
"960",1,1973,6,311,2,600
"961",2,1971,5,999,2,177
"962",1,2003,5,NA,2,NA
"963",2,2007,4,NA,2,NA
"964",1,1975,7,149,2,350
"965",2,1977,6,313,2,250
"966",1,2003,5,NA,2,NA
"967",1,2006,4,NA,2,NA
"968",1,1962,7,312,1,601
"969",2,1968,7,247,1,168
"970",2,1995,7,NA,1,NA
"971",1,1997,7,NA,1,NA
"972",1,1968,7,761,1,537
"973",2,1974,7,313,1,242
"974",2,1999,7,NA,1,NA
"975",2,2001,6,NA,1,NA
"976",1,2003,5,NA,1,NA
"977",1,1973,5,762,1,341
"978",2,1974,5,952,1,249
"979",1,2001,5,NA,1,NA
"980",2,2008,3,NA,1,NA
"981",1,1975,6,873,1,387
"982",2,1975,5,NA,1,NA
"983",2,2003,5,NA,1,NA
"984",2,2008,3,NA,1,NA
"985",1,1978,5,771,2,465
"986",2,1978,6,NA,2,NA
"987",2,2007,4,NA,2,NA
"988",2,2010,3,NA,2,NA
"989",1,1961,5,873,1,NA
"990",2,1963,5,NA,1,NA
"991",1,1974,5,761,1,264
"992",1,1942,4,942,1,210
"993",2,1945,4,NA,1,NA
"994",2,1975,5,441,1,198
"995",2,1998,5,NA,1,NA
"996",1,2000,5,442,1,213
"997",1,2003,5,NA,1,NA
"998",2,2006,4,NA,1,NA
"999",1,1953,5,521,1,NA
"1000",2,1959,4,NA,1,NA
"1001",2,1981,6,246,1,232
"1002",2,1983,6,NA,1,NA
"1003",1,1979,7,222,1,483
"1004",2,2019,1,NA,1,NA
"1005",1,1952,5,510,1,NA
"1006",2,1957,6,521,1,NA
"1007",2,1989,7,313,1,301
"1008",1,1993,7,399,1,203
"1009",2,1990,7,312,2,249
"1010",1,1938,4,NA,2,NA
"1011",2,1941,4,NA,2,NA
"1012",1,1946,4,NA,1,NA
"1013",2,1949,4,NA,1,NA
"1014",1,1978,5,314,1,163
"1015",1,1975,5,921,2,348
"1016",2,1981,5,NA,2,NA
"1017",2,2014,1,NA,2,NA
"1018",1,2016,1,NA,2,NA
"1019",1,1974,7,312,2,635
"1020",2,1976,6,NA,2,NA
"1021",2,2005,4,NA,2,NA
"1022",1,1947,5,942,1,123
"1023",2,1952,5,248,1,NA
"1024",1,1982,7,224,1,290
"1025",1,1943,8,NA,1,NA
"1026",2,1946,7,NA,1,NA
"1027",1,1973,7,873,1,251
"1028",2,1975,7,320,1,253
"1029",2,1942,2,NA,1,NA
"1030",2,1950,2,941,1,27
"1031",1,1941,2,941,1,27
"1032",2,1981,7,222,1,250
"1033",2,1934,2,NA,1,NA
"1034",2,1937,2,NA,1,NA
"1035",2,1935,4,NA,2,NA
"1036",1,1942,3,941,1,7
"1037",2,1938,2,NA,5,NA
"1038",1,1971,4,762,5,NA
"1039",2,2004,5,NA,5,NA
"1040",1,2008,3,NA,5,NA
"1041",1,1944,3,NA,1,NA
"1042",1,1958,3,NA,1,NA
"1043",1,1992,5,992,1,194
"1044",1,1932,4,NA,1,NA
"1045",2,1943,3,NA,1,NA
"1046",2,1941,2,NA,1,NA
"1047",1,1951,5,NA,1,NA
"1048",2,1994,7,853,1,516
"1049",1,1946,7,NA,2,NA
"1050",2,1948,5,NA,2,NA
"1051",1,1962,7,252,1,538
"1052",2,1963,7,252,1,715
"1053",1,1996,6,NA,1,NA
"1054",2,1947,5,NA,1,NA
"1055",1,1967,6,521,1,296
"1056",2,1973,5,312,1,329
"1057",2,2000,6,521,1,50
"1058",1,2002,5,NA,1,NA
"1059",1,1945,4,NA,1,NA
"1060",1,1939,3,NA,1,NA
"1061",2,1943,2,NA,1,NA
"1062",1,1946,3,NA,6,NA
"1063",2,1952,3,NA,6,NA
"1064",2,1982,5,NA,2,NA
"1065",1,1979,5,752,2,270
"1066",1,2015,1,NA,2,NA
"1067",2,2015,1,NA,2,NA
"1068",1,2015,1,NA,2,NA
"1069",2,1940,3,NA,1,NA
"1070",2,1939,2,NA,1,NA
"1071",2,1965,5,246,1,473
"1072",1,1991,7,285,1,208
"1073",1,1989,5,521,1,500
"1074",2,1990,7,531,1,390
"1075",1,1976,5,841,5,500
"1076",2,1980,5,NA,5,NA
"1077",1,2006,4,NA,5,NA
"1078",2,2009,3,NA,5,NA
"1079",2,1950,4,NA,1,NA
"1080",2,1963,5,421,1,NA
"1081",2,1992,6,314,1,252
"1082",1,1994,7,NA,1,NA
"1083",2,1985,5,521,6,150
"1084",1,1980,6,753,6,600
"1085",1,2010,3,NA,6,NA
"1086",2,2012,3,NA,6,NA
"1087",1,1974,6,910,1,330
"1088",2,1976,6,399,1,285
"1089",1,2002,5,NA,1,NA
"1090",1,2006,4,NA,1,NA
"1091",1,2011,3,NA,1,NA
"1092",1,1941,5,NA,1,NA
"1093",2,1942,3,NA,1,NA
"1094",1,1942,5,NA,1,NA
"1095",2,1948,4,NA,1,NA
"1096",1,1970,6,NA,1,NA
"1097",1,1972,5,799,1,190
"1098",2,1967,5,951,2,170
"1099",2,2001,7,259,2,35
"1100",2,1991,5,NA,2,NA
"1101",1,1992,7,320,2,512
"1102",1,2014,1,NA,2,NA
"1103",2,2014,1,NA,2,NA
"1104",2,2019,1,NA,2,NA
"1105",1,1970,5,783,2,380
"1106",2,1971,5,722,2,180
"1107",1,1996,5,521,2,200
"1108",1,1941,3,NA,1,NA
"1109",2,1941,2,NA,1,NA
"1110",2,1944,4,NA,1,NA
"1111",1,1953,3,NA,1,NA
"1112",2,1952,3,722,1,170
"1113",1,1977,8,239,2,693
"1114",2,1977,6,952,2,65
"1115",1,2006,4,NA,2,NA
"1116",1,2008,3,NA,2,NA
"1117",1,1973,5,510,2,855
"1118",2,1978,5,313,2,NA
"1119",1,2003,5,NA,2,NA
"1120",2,2005,4,NA,2,NA
"1121",1,2014,1,NA,2,NA
"1122",1,1971,5,521,1,NA
"1123",2,1973,5,246,1,225
"1124",2,1995,6,311,1,235
"1125",2,1932,4,NA,1,NA
"1126",1,1956,7,NA,1,NA
"1127",2,1964,6,422,2,NA
"1128",1,1959,5,784,2,500
"1129",2,1940,5,952,1,27
"1130",2,1929,2,NA,1,NA
"1131",1,1976,6,510,2,NA
"1132",2,1980,6,NA,2,NA
"1133",2,2007,4,NA,2,NA
"1134",2,2014,1,NA,2,NA
"1135",2,1933,3,922,1,27
"1136",1,1968,7,411,2,786
"1137",2,1970,5,399,2,210
"1138",2,1998,7,NA,2,NA
"1139",2,2001,5,NA,2,NA
"1140",1,2007,4,NA,2,NA
"1141",1,1954,7,611,1,NA
"1142",2,1956,5,NA,1,NA
"1143",1,1983,5,930,1,115
"1144",1,1984,6,442,1,NA
"1145",1,1957,4,952,1,NA
"1146",2,1962,4,NA,1,NA
"1147",2,1987,7,245,1,390
"1148",1,1984,6,246,2,392
"1149",2,1985,6,314,2,230
"1150",1,2012,3,NA,2,NA
"1151",2,2014,1,NA,2,NA
"1152",2,1929,2,NA,7,NA
"1153",1,1940,7,NA,2,NA
"1154",1,1970,7,222,2,917
"1155",2,1973,8,312,2,510
"1156",1,2010,3,NA,2,NA
"1157",1,1953,7,231,1,87
"1158",2,1956,7,NA,1,NA
"1159",1,1988,7,273,1,550
"1160",1,1991,7,942,1,194
"1161",1,1936,7,NA,1,NA
"1162",1,1932,5,NA,1,NA
"1163",2,1935,3,NA,1,NA
"1164",1,1966,5,411,1,708
"1165",2,1969,6,399,1,280
"1166",1,1996,7,NA,1,NA
"1167",2,1999,7,NA,1,NA
"1168",1,1966,7,223,1,887
"1169",2,1969,8,247,1,NA
"1170",2,1996,6,NA,1,NA
"1171",2,1999,7,NA,1,NA
"1172",1,1963,7,312,1,NA
"1173",2,1972,7,399,1,140
"1174",1,1994,7,259,1,310
"1175",2,1998,7,NA,1,NA
"1176",1,1967,7,139,1,320
"1177",2,1968,7,243,1,660
"1178",1,1998,7,NA,1,NA
"1179",2,2001,7,254,1,55
"1180",1,1951,5,873,1,NA
"1181",2,1958,5,313,1,260
"1182",2,1991,7,243,1,298
"1183",2,1949,3,NA,1,NA
"1184",1,1965,5,313,1,322
"1185",2,1966,5,421,1,98
"1186",2,1997,7,313,1,225
"1187",1,1957,5,873,1,NA
"1188",2,1962,5,441,2,NA
"1189",1,2002,7,NA,2,NA
"1190",1,1974,7,811,7,NA
"1191",2,1977,8,521,7,NA
"1192",2,2005,4,NA,7,NA
"1193",1,2011,3,NA,7,NA
"1194",2,1935,3,NA,1,NA
"1195",1,1957,7,121,1,200
"1196",2,1964,5,313,1,208
"1197",1,1990,6,761,1,154
"1198",2,1992,7,399,1,300
"1199",1,1961,9,141,1,1515
"1200",2,1965,7,NA,1,NA
"1201",2,2001,5,283,1,NA
"1202",2,1990,8,247,1,263
"1203",1,1988,8,261,1,922
"1204",1,1971,7,312,6,636
"1205",2,1973,8,521,6,NA
"1206",1,2002,5,NA,6,NA
"1207",1,2005,4,NA,6,NA
"1208",2,1949,4,NA,6,NA
"1209",2,1936,7,NA,1,NA
"1210",1,1942,5,NA,2,NA
"1211",2,1957,2,NA,1,NA
"1212",1,1980,5,222,1,375
"1213",2,1979,7,399,1,110
"1214",1,2008,3,NA,1,NA
"1215",1,1965,5,441,2,NA
"1216",2,1966,5,442,2,NA
"1217",1,1999,6,NA,2,NA
"1218",1,1972,7,320,2,1473
"1219",2,1975,7,253,2,187
"1220",2,2001,7,254,2,75
"1221",1,2004,5,NA,2,NA
"1222",2,2011,3,NA,2,NA
"1223",2,1938,3,NA,1,NA
"1224",1,1940,5,NA,2,NA
"1225",2,1945,3,NA,2,NA
"1226",2,1939,2,521,1,NA
"1227",1,1933,3,NA,1,NA
"1228",2,1934,2,NA,1,NA
"1229",1,1950,4,NA,1,NA
"1230",2,1956,5,951,1,210
"1231",2,1983,7,247,1,390
"1232",2,1986,7,NA,1,NA
"1233",1,1946,4,NA,1,NA
"1234",2,1950,4,NA,1,NA
"1235",1,1979,7,135,1,500
"1236",2,1978,8,314,1,0
"1237",2,2012,3,NA,1,NA
"1238",1,2014,1,NA,1,NA
"1239",1,1930,7,NA,1,NA
"1240",2,1939,3,NA,1,NA
"1241",2,1940,2,NA,1,NA
"1242",1,1942,5,NA,2,NA
"1243",2,1944,4,421,2,73
"1244",1,1972,5,873,2,NA
"1245",2,1979,5,312,2,366
"1246",2,2002,5,NA,2,NA
"1247",1,2006,4,NA,2,NA
"1248",2,1949,3,NA,1,NA
"1249",1,1981,6,312,1,300
"1250",2,1985,6,259,1,240
"1251",1,2011,3,NA,1,NA
"1252",1,2014,1,NA,1,NA
"1253",1,2016,1,NA,1,NA
"1254",1,1948,4,941,1,142
"1255",2,1952,5,NA,1,NA
"1256",1,1986,7,252,1,235
"1257",1,1958,7,922,1,280
"1258",2,1958,7,314,1,168
"1259",1,1984,5,422,1,338
"1260",1,1936,4,NA,1,NA
"1261",2,1938,4,NA,1,NA
"1262",2,1971,7,399,1,245
"1263",1,1939,3,NA,1,NA
"1264",2,1943,4,941,1,15
"1265",1,1938,4,NA,1,NA
"1266",2,1946,4,NA,1,NA
"1267",2,1976,5,247,1,282
"1268",2,2009,3,NA,1,NA
"1269",1,1943,6,941,1,170
"1270",2,1943,5,NA,1,NA
"1271",1,2008,3,NA,1,NA
"1272",2,1939,5,NA,1,NA
"1273",1,1949,4,NA,1,NA
"1274",2,1956,3,941,1,115
"1275",1,1979,5,441,1,320
"1276",2,1980,5,952,1,172
"1277",2,2009,3,NA,1,NA
"1278",1,2012,3,NA,1,NA
"1279",2,1963,4,951,1,90
"1280",1,1992,5,999,1,220
"1281",2,1993,6,791,1,160
"1282",2,1996,5,442,1,190
"1283",1,1997,5,999,1,230
"1284",2,1940,2,NA,1,NA
"1285",2,1975,6,NA,1,NA
"1286",2,1983,7,311,2,210
"1287",1,1986,7,312,2,260
"1288",1,2020,1,NA,2,NA
"1289",1,1985,7,510,1,501
"1290",2,1986,7,NA,1,NA
"1291",1,2014,1,NA,1,NA
"1292",1,2016,1,NA,1,NA
"1293",2,1968,5,399,2,65
"1294",2,2002,5,NA,2,NA
"1295",2,1947,2,NA,1,NA
"1296",1,1966,5,753,1,NA
"1297",2,1996,7,243,1,316
"1298",2,1942,3,941,1,120
"1299",1,1997,7,412,1,240
"1300",1,1965,7,259,1,67
"1301",1,1973,5,910,1,NA
"1302",1,1937,3,NA,1,NA
"1303",2,1939,3,NA,1,NA
"1304",1,1954,6,873,1,350
"1305",2,1958,5,NA,1,NA
"1306",2,1985,7,313,1,417
"1307",1,1983,7,510,1,500
"1308",1,2018,1,NA,1,NA
"1309",1,1982,7,222,1,501
"1310",1,1961,5,942,1,223
"1311",1,1991,5,412,1,286
"1312",1,1948,2,NA,5,NA
"1313",2,1952,2,951,5,75
"1314",1,1938,4,999,5,27
"1315",1,1966,7,311,5,721
"1316",2,1970,5,311,5,712
"1317",2,1975,6,313,1,378
"1318",1,1975,7,236,1,302
"1319",2,1979,6,222,1,600
"1320",1,2015,1,NA,1,NA
"1321",2,1982,7,NA,1,NA
"1322",1,1978,7,312,1,391
"1323",1,2014,1,NA,1,NA
"1324",1,2016,1,NA,1,NA
"1325",2,1981,8,252,1,405
"1326",2,1971,5,NA,1,NA
"1327",1,1974,5,999,1,100
"1328",1,1967,6,922,6,315
"1329",2,1970,6,NA,6,NA
"1330",2,1995,6,NA,6,NA
"1331",2,1956,4,NA,1,NA
"1332",1,1984,7,312,1,238
"1333",1,1985,7,330,1,183
"1334",2,1959,4,951,1,110
"1335",1,1964,5,841,1,250
"1336",2,1963,5,799,1,180
"1337",1,1989,5,521,1,317
"1338",2,1991,7,442,1,102
"1339",2,1956,5,441,2,85
"1340",1,1986,7,122,7,NA
"1341",2,1985,7,314,7,NA
"1342",1,2015,1,NA,7,NA
"1343",2,2016,1,NA,7,NA
"1344",1,2019,1,NA,7,NA
"1345",1,1947,5,823,1,NA
"1346",2,1949,4,823,1,NA
"1347",1,1974,5,NA,1,NA
"1348",2,1970,7,NA,2,NA
"1349",1,1971,7,752,2,600
"1350",1,2009,3,NA,2,NA
"1351",2,2011,3,NA,2,NA
"1352",1,1947,5,NA,1,NA
"1353",1,1970,5,312,1,625
"1354",2,1971,5,NA,1,NA
"1355",2,1997,6,283,1,200
"1356",1,2001,6,NA,1,NA
"1357",2,1936,4,NA,1,NA
"1358",1,1957,5,823,1,NA
"1359",2,1963,5,823,1,NA
"1360",2,1966,4,NA,1,NA
"1361",2,1999,5,246,1,240
"1362",1,1945,4,NA,1,NA
"1363",2,1949,3,NA,1,NA
"1364",1,1953,8,NA,2,NA
"1365",2,1956,7,NA,2,NA
"1366",2,1987,7,252,2,356
"1367",1,1946,7,NA,2,NA
"1368",2,1954,7,NA,2,NA
"1369",2,1948,4,NA,1,NA
"1370",1,1946,4,510,1,NA
"1371",2,1957,4,NA,1,NA
"1372",2,1960,7,951,1,198
"1373",1,1960,5,762,1,437
"1374",1,1991,7,863,1,224
"1375",2,1987,7,224,1,379
"1376",1,1983,7,222,1,667
"1377",1,1939,5,NA,1,NA
"1378",2,1959,5,941,1,220
"1379",1,1950,4,942,1,NA
"1380",1,1937,5,NA,1,NA
"1381",2,1975,5,NA,1,NA
"1382",2,1973,5,399,1,200
"1383",1,1966,5,399,1,180
"1384",2,1998,7,NA,1,NA
"1385",1,1999,7,NA,1,NA
"1386",1,1967,6,245,1,310
"1387",2,1970,7,NA,1,NA
"1388",2,1998,7,NA,1,NA
"1389",1,2002,5,NA,1,NA
"1390",1,1963,5,782,1,300
"1391",2,1966,4,NA,1,NA
"1392",2,1989,5,313,1,260
"1393",2,1991,6,243,1,280
"1394",1,2003,5,NA,1,NA
"1395",1,1949,3,NA,1,NA
"1396",2,1957,3,NA,1,NA
"1397",1,1989,6,510,1,310
"1398",2,1991,8,NA,1,NA
"1399",1,1955,5,NA,1,NA
"1400",2,1942,2,NA,1,NA
"1401",2,1957,5,NA,1,NA
"1402",2,1963,5,421,1,65
"1403",2,2001,6,NA,1,NA
"1404",2,1956,4,152,6,NA
"1405",1,1957,4,761,6,230
"1406",1,1981,6,953,1,NA
"1407",1,1959,3,910,1,NA
"1408",2,1962,4,941,1,72
"1409",1,1993,7,NA,1,NA
"1410",1,1963,5,999,1,NA
"1411",2,1964,4,941,1,228
"1412",2,1989,5,NA,1,NA
"1413",2,1971,5,NA,1,NA
"1414",2,1961,5,NA,1,NA
"1415",2,1998,7,NA,1,NA
"1416",1,1964,5,721,1,150
"1417",1,1957,8,274,1,NA
"1418",2,1961,5,312,1,NA
"1419",1,1988,8,399,1,210
"1420",1,1942,5,NA,1,NA
"1421",2,1942,4,NA,1,NA
"1422",2,1982,5,422,1,NA
"1423",1,1980,5,422,1,NA
"1424",1,2017,1,NA,1,NA
"1425",1,2019,1,NA,1,NA
"1426",2,1959,3,951,1,110
"1427",1,1973,5,314,1,397
"1428",2,1970,5,952,1,55
"1429",2,2000,6,442,1,96
"1430",2,2010,3,NA,1,NA
"1431",1,1977,8,222,1,552
"1432",1,1973,7,312,1,657
"1433",2,1973,7,NA,1,NA
"1434",2,2000,5,NA,1,NA
"1435",1,2002,5,NA,1,NA
"1436",2,1960,2,NA,7,NA
"1437",1,2000,7,NA,7,NA
"1438",1,1943,5,611,2,NA
"1439",2,1948,6,NA,2,NA
"1440",1,1947,3,NA,1,NA
"1441",2,1952,3,NA,1,NA
"1442",1,1967,5,952,1,NA
"1443",2,1974,5,441,1,NA
"1444",1,2002,5,NA,1,NA
"1445",2,2004,5,NA,1,NA
"1446",1,2011,3,NA,1,NA
"1447",1,1968,5,312,1,427
"1448",2,1972,6,312,1,375
"1449",2,2000,7,953,1,54
"1450",1,2001,7,NA,1,NA
"1451",1,1975,6,823,1,NA
"1452",2,1978,6,NA,1,NA
"1453",2,2005,4,NA,1,NA
"1454",1,2007,4,NA,1,NA
"1455",1,1943,3,942,1,120
"1456",2,1947,3,941,1,150
"1457",1,1951,3,783,1,NA
"1458",2,1931,2,NA,7,NA
"1459",1,1939,3,NA,7,NA
"1460",2,1948,2,NA,7,NA
"1461",1,1949,3,NA,1,NA
"1462",2,1955,3,NA,1,NA
"1463",1,1981,7,252,5,404
"1464",2,1982,7,252,5,131
"1465",2,2019,1,NA,5,NA
"1466",1,1943,3,NA,2,NA
"1467",2,1956,3,NA,2,NA
"1468",1,1972,5,783,2,437
"1469",2,1942,3,941,1,27
"1470",1,1971,5,NA,1,NA
"1471",2,2003,5,NA,1,NA
"1472",1,1944,3,NA,7,NA
"1473",1,1940,5,NA,1,NA
"1474",2,1950,5,NA,1,NA
"1475",1,1943,4,NA,1,NA
"1476",2,1950,4,NA,1,NA
"1477",2,1938,4,NA,1,NA
"1478",1,1959,5,862,1,NA
"1479",2,1960,5,314,1,NA
"1480",2,1957,3,941,1,161
"1481",1,1952,4,873,1,243
"1482",1,1981,6,771,1,223
"1483",2,1988,6,NA,1,NA
"1484",1,2016,1,NA,1,NA
"1485",1,2018,1,NA,1,NA
"1486",1,1962,3,NA,1,NA
"1487",2,1970,3,952,1,200
"1488",1,1992,7,NA,1,NA
"1489",1,1994,5,431,1,NA
"1490",2,1943,2,NA,1,NA
"1491",2,1978,5,999,1,135
"1492",2,1998,6,253,1,212
"1493",2,2005,4,NA,1,NA
"1494",1,1936,2,NA,1,NA
"1495",2,1941,2,NA,1,NA
"1496",2,1948,3,951,2,27
"1497",1,1971,4,922,2,263
"1498",1,1950,4,NA,1,NA
"1499",2,1952,3,NA,1,NA
"1500",2,1943,3,941,1,27
"1501",2,1967,6,421,1,NA
"1502",1,1931,5,NA,1,NA
"1503",2,1944,5,NA,1,NA
"1504",2,1961,5,941,1,253
"1505",2,1988,6,NA,1,NA
"1506",2,1994,7,314,1,260
"1507",1,1958,5,NA,1,NA
"1508",2,1965,5,421,1,198
"1509",2,1989,7,254,1,NA
"1510",2,1995,5,314,1,238
"1511",1,1999,6,NA,1,NA
"1512",1,1949,7,941,1,30
"1513",2,1955,7,NA,1,NA
"1514",1,1970,7,311,1,763
"1515",2,1971,7,NA,1,NA
"1516",1,2003,5,NA,1,NA
"1517",2,1942,9,NA,1,NA
"1518",1,1954,7,NA,1,NA
"1519",2,1955,7,NA,1,NA
"1520",2,1986,7,259,1,125
"1521",1,1973,7,510,2,NA
"1522",2,1937,3,NA,2,NA
"1523",1,1966,7,259,1,NA
"1524",1,1971,7,273,2,542
"1525",1,1943,2,NA,1,NA
"1526",2,1946,2,NA,1,NA
"1527",2,1960,5,NA,1,NA
"1528",2,1988,5,521,1,105
"1529",1,1986,7,312,6,359
"1530",2,1951,4,NA,1,NA
"1531",1,1961,5,NA,1,NA
"1532",2,1989,6,313,1,346
"1533",2,1991,6,NA,1,NA
"1534",1,1931,3,NA,1,NA
"1535",2,1934,3,NA,1,NA
"1536",2,1988,6,NA,1,NA
"1537",1,1986,6,761,1,433
"1538",1,1954,5,892,1,375
"1539",2,1958,5,NA,1,NA
"1540",1,1988,7,NA,1,NA
"1541",1,1958,3,873,1,200
"1542",1,1983,4,873,1,200
"1543",1,1941,9,NA,1,NA
"1544",2,1956,7,NA,1,NA
"1545",1,1977,6,231,1,671
"1546",2,1973,7,NA,1,NA
"1547",1,2013,3,NA,1,NA
"1548",1,1954,8,NA,1,NA
"1549",2,1958,8,259,1,38
"1550",1,1963,7,510,1,250
"1551",2,1961,5,159,1,278
"1552",1,1940,7,NA,1,NA
"1553",2,1947,5,421,1,55
"1554",2,1971,7,311,1,596
"1555",1,1976,7,285,1,683
"1556",2,1976,7,NA,1,NA
"1557",1,2011,3,NA,1,NA
"1558",2,2014,1,NA,1,NA
"1559",2,1943,4,611,6,NA
"1560",2,1948,5,NA,1,NA
"1561",1,1942,5,NA,1,NA
"1562",2,1942,3,NA,1,NA
"1563",2,1982,5,953,1,209
"1564",1,1975,5,799,1,301
"1565",2,2007,4,NA,1,NA
"1566",1,2012,3,NA,1,NA
"1567",1,1939,7,NA,1,NA
"1568",1,1963,7,132,1,1167
"1569",2,1965,7,521,1,70
"1570",2,1991,7,320,1,603
"1571",1,1993,7,NA,1,NA
"1572",1,1977,7,312,1,355
"1573",2,1980,7,NA,1,NA
"1574",1,2011,3,NA,1,NA
"1575",1,1972,7,330,1,667
"1576",2,1974,7,330,1,692
"1577",2,2003,5,NA,1,NA
"1578",1,2008,3,NA,1,NA
"1579",2,2010,3,NA,1,NA
"1580",2,1944,4,NA,1,NA
